Company,Emp_2018,Emp_2019,Emp_2020,Emp_2021,Emp_2022,Emp_2023,Emp_2024,Emp_2025
Beta Solutions 3153,105318.0,107057.0,108653.0,108564.0,110561.0,111357.0,112482.0,113514.0
Apex Networks 3154,18895.0,18568.0,20423.0,21038.0,22337.0,22766.0,24036.0,25061.0
Pioneer Labs 3155,194175.0,195251.0,195384.0,195714.0,196621.0,197392.0,198869.0,199629.0
Gamma Corp 3156,92764.0,93480.0,93927.0,94158.0,95311.0,96370.0,97483.0,96955.0
Alpha Corp 3157,24437.0,26006.0,26131.0,27631.0,28283.0,27866.0,29367.0,29457.0
Neo Corp 3158,153501.0,155112.0,154634.0,156089.0,158048.0,158022.0,158376.0,158177.0
Titan Corp 3159,145896.0,147867.0,148120.0,147555.0,149244.0,149702.0,151221.0,150980.0
Beta Corp 3160,10296.0,12173.0,13710.0,15701.0,17260.0,18914.0,18822.0,20708.0
Apex Networks 3161,151430.0,153416.0,154001.0,155901.0,156565.0,156518.0,157006.0,158287.0
Stratus Dynamics 3162,64245.0,64817.0,66806.0,66943.0,67910.0,68979.0,70849.0,70272.0
Beta Industries 3163,160805.0,162074.0,163174.0,162530.0,162403.0,162766.0,163963.0,164126.0
Pioneer Networks 3164,74827.0,75697.0,74964.0,74378.0,75457.0,76857.0,77339.0,79093.0
Vertex Dynamics 3165,160525.0,162485.0,163482.0,165206.0,165582.0,166029.0,165609.0,167429.0
Apex Dynamics 3166,183996.0,184027.0,184290.0,183875.0,185735.0,184975.0,185520.0,185126.0
Epsilon Holdings 3167,146365.0,147502.0,148783.0,149682.0,149477.0,150329.0,151099.0,151300.0
Neo Labs 3168,146714.0,147607.0,147831.0,147784.0,148730.0,149903.0,151427.0,152850.0
Ultra Industries 3169,99507.0,101291.0,103025.0,102244.0,102206.0,103384.0,105091.0,104520.0
Nimbus Networks 3170,182337.0,183367.0,183213.0,183608.0,184013.0,184344.0,185702.0,186608.0
Pioneer Enterprises 3171,66564.0,68346.0,70034.0,69541.0,69210.0,68974.0,69648.0,69668.0
Delta Holdings 3172,79076.0,80642.0,82632.0,84331.0,85141.0,87119.0,88436.0,88426.0
Vertex Networks 3173,91666.0,91591.0,91782.0,91215.0,93194.0,94902.0,95149.0,95074.0
Apex Enterprises 3174,102092.0,103916.0,103385.0,104645.0,105806.0,106554.0,106202.0,107004.0
Delta Systems 3175,120368.0,121338.0,122736.0,124137.0,125939.0,125915.0,126778.0,126409.0
Epsilon Systems 3176,194403.0,196269.0,196237.0,196308.0,198238.0,200069.0,199632.0,200817.0
Neo Networks 3177,59529.0,58845.0,60164.0,62056.0,63068.0,65064.0,64581.0,65594.0
Stratus Labs 3178,196109.0,195622.0,197371.0,197244.0,198899.0,200551.0,202327.0,201720.0
Pioneer Systems 3179,94803.0,94511.0,95186.0,96149.0,96988.0,96896.0,98762.0,100654.0
Neo Solutions 3180,78905.0,78382.0,78199.0,78073.0,77464.0,78402.0,79414.0,80791.0
Epsilon Networks 3181,145919.0,146640.0,146670.0,146605.0,146065.0,145779.0,146845.0,146633.0
Gamma Networks 3182,38313.0,37967.0,38147.0,39694.0,40999.0,41488.0,43135.0,42843.0
Omni Labs 3183,172530.0,172658.0,174435.0,174034.0,175933.0,177354.0,178892.0,180791.0
Titan Group 3184,68016.0,69265.0,69197.0,69391.0,69894.0,70813.0,72677.0,72779.0
Beta Corp 3185,113780.0,115539.0,116670.0,117712.0,118241.0,118142.0,119748.0,120673.0
Zenith Corp 3186,188408.0,187630.0,189317.0,188780.0,188776.0,188952.0,190272.0,190163.0
Nimbus Enterprises 3187,95792.0,96977.0,98291.0,100083.0,99808.0,99255.0,100458.0,101836.0
Nova Dynamics 3188,143018.0,143957.0,144739.0,146147.0,148118.0,148376.0,148311.0,149557.0
Ultra Systems 3189,196721.0,196643.0,198086.0,198484.0,199265.0,198774.0,197995.0,197266.0
Neo Dynamics 3190,191507.0,191031.0,192785.0,192623.0,191914.0,193069.0,194528.0,194267.0
Omni Enterprises 3191,195821.0,195181.0,194940.0,196233.0,197101.0,197234.0,198007.0,197614.0
Beta Labs 3192,99816.0,101362.0,100633.0,100449.0,99963.0,101802.0,101218.0,100936.0
Epsilon Corp 3193,33815.0,34032.0,34706.0,35167.0,35079.0,35162.0,36046.0,36791.0
Vertex Labs 3194,59131.0,60483.0,60544.0,60681.0,61861.0,62821.0,64413.0,65056.0
Vertex Solutions 3195,3201.0,2875.0,4666.0,6195.0,8106.0,9021.0,9632.0,9744.0
Beta Holdings 3196,110698.0,112388.0,112942.0,113499.0,114997.0,114991.0,115713.0,117590.0
Epsilon Holdings 3197,119458.0,118961.0,119106.0,119381.0,121134.0,121490.0,121816.0,123098.0
Quantum Networks 3198,100067.0,99577.0,100086.0,101449.0,102623.0,103293.0,103349.0,102805.0
Delta Holdings 3199,121999.0,121611.0,122231.0,124111.0,123819.0,123941.0,125492.0,125330.0
Nova Corp 3200,82180.0,82542.0,82799.0,82014.0,82823.0,83533.0,82960.0,82717.0
Zenith Corp 3201,49231.0,49587.0,51398.0,51055.0,52217.0,53954.0,53880.0,55502.0
Delta Networks 3202,159126.0,159168.0,160277.0,161852.0,161150.0,161120.0,160563.0,161569.0
Delta Industries 3203,129027.0,128541.0,127884.0,129582.0,129501.0,131129.0,131642.0,131752.0
Titan Corp 3204,41949.0,42087.0,42796.0,43749.0,45292.0,44847.0,45761.0,45559.0
Titan Dynamics 3205,121056.0,121145.0,121966.0,121333.0,122976.0,123084.0,122645.0,124083.0
Beta Enterprises 3206,128345.0,127883.0,128599.0,128978.0,130348.0,132280.0,132766.0,132995.0
Apex Group 3207,116137.0,116663.0,116329.0,116594.0,116108.0,116341.0,116486.0,118399.0
Vertex Corp 3208,82531.0,82903.0,82866.0,84505.0,86013.0,85436.0,84639.0,85091.0
Nimbus Holdings 3209,176208.0,175954.0,175647.0,177154.0,177486.0,177532.0,178677.0,179836.0
Alpha Corp 3210,123494.0,125350.0,125542.0,125864.0,125518.0,127131.0,126487.0,126710.0
Omni Solutions 3211,85511.0,87406.0,87223.0,86956.0,87070.0,87867.0,89377.0,88879.0
Omni Tech 3212,169807.0,171499.0,172332.0,173550.0,173435.0,174259.0,173928.0,175920.0
Alpha Networks 3213,3079.0,4313.0,5784.0,6479.0,6252.0,6265.0,6441.0,6677.0
Hyper Systems 3214,5483.0,5369.0,6168.0,6592.0,7360.0,8521.0,9799.0,9936.0
Fusion Solutions 3215,81642.0,82218.0,81741.0,81682.0,82021.0,83788.0,83215.0,82781.0
Apex Corp 3216,122754.0,122559.0,123760.0,125031.0,125228.0,125627.0,127432.0,128658.0
Beta Solutions 3217,30154.0,31029.0,31794.0,31475.0,32550.0,32399.0,32626.0,32681.0
Hyper Enterprises 3218,13976.0,13630.0,13596.0,15536.0,16403.0,18376.0,18970.0,20646.0
Beta Labs 3219,19279.0,20103.0,19354.0,19613.0,20677.0,20541.0,21091.0,20899.0
Fusion Tech 3220,78783.0,79837.0,81679.0,82399.0,82339.0,83289.0,84559.0,86435.0
Stratus Enterprises 3221,43204.0,44537.0,44444.0,44318.0,45873.0,45678.0,45535.0,45112.0
Beta Holdings 3222,115484.0,115253.0,116397.0,117704.0,118353.0,118607.0,118929.0,119535.0
Delta Systems 3223,190526.0,190096.0,191446.0,191532.0,192216.0,191785.0,192182.0,192074.0
Pioneer Holdings 3224,115020.0,116608.0,116735.0,116624.0,118259.0,119190.0,119400.0,118976.0
Gamma Systems 3225,86797.0,87739.0,89174.0,90810.0,90700.0,92130.0,92343.0,93716.0
Beta Tech 3226,74861.0,74559.0,74411.0,75466.0,76497.0,76290.0,78033.0,79603.0
Nova Enterprises 3227,121188.0,122604.0,123251.0,123872.0,125480.0,125900.0,126392.0,125940.0
Alpha Networks 3228,153640.0,155239.0,157215.0,157879.0,158411.0,158407.0,160246.0,160936.0
Vertex Dynamics 3229,195049.0,196769.0,196111.0,198051.0,199131.0,199622.0,200447.0,202384.0
Stratus Corp 3230,7927.0,9300.0,10881.0,12614.0,12043.0,13695.0,13101.0,13578.0
Titan Tech 3231,137618.0,139429.0,139699.0,141238.0,141882.0,142410.0,141617.0,143055.0
Nimbus Networks 3232,18279.0,17830.0,19771.0,19572.0,19818.0,20919.0,22220.0,22864.0
Gamma Group 3233,111957.0,111289.0,110555.0,111331.0,112825.0,113136.0,113717.0,112922.0
Omni Enterprises 3234,126048.0,125888.0,125301.0,125259.0,125368.0,126926.0,126530.0,127234.0
Apex Networks 3235,199148.0,199499.0,199207.0,199923.0,199474.0,201316.0,201266.0,201611.0
Omni Enterprises 3236,100909.0,102766.0,103222.0,104292.0,104283.0,105186.0,106879.0,107309.0
Neo Group 3237,65546.0,66968.0,66370.0,66550.0,67883.0,67682.0,69288.0,70311.0
Nova Holdings 3238,64223.0,65440.0,65118.0,65856.0,66961.0,66249.0,67073.0,68030.0
Beta Systems 3239,188537.0,188249.0,189844.0,190544.0,191552.0,191983.0,193551.0,194125.0
Nova Corp 3240,45004.0,46817.0,48660.0,48828.0,50293.0,51042.0,50521.0,51380.0
Quantum Enterprises 3241,181272.0,182694.0,182259.0,183106.0,182806.0,182723.0,181998.0,183339.0
Hyper Solutions 3242,138152.0,139195.0,141170.0,140582.0,140437.0,140098.0,140222.0,139498.0
Zenith Dynamics 3243,34285.0,35119.0,35076.0,37004.0,38993.0,38422.0,40178.0,39638.0
Apex Labs 3244,198321.0,199942.0,200089.0,200109.0,200679.0,201551.0,202531.0,204331.0
Quantum Networks 3245,2125.0,3043.0,3425.0,5138.0,6908.0,6878.0,6847.0,8481.0
Apex Labs 3246,31424.0,33357.0,33975.0,34659.0,36194.0,37441.0,38161.0,40035.0
Ultra Labs 3247,71842.0,72242.0,72081.0,73005.0,72391.0,71665.0,72044.0,73831.0
Stratus Solutions 3248,115461.0,114935.0,115308.0,115038.0,114426.0,116100.0,117725.0,119083.0
Delta Systems 3249,104507.0,103843.0,103099.0,102365.0,102524.0,102545.0,101967.0,101179.0
Ultra Solutions 3250,73122.0,75094.0,75067.0,74901.0,75016.0,75234.0,76948.0,77993.0
Zenith Solutions 3251,91365.0,91809.0,91848.0,93330.0,94681.0,95825.0,96494.0,96322.0
Epsilon Systems 3252,28404.0,28214.0,29469.0,29575.0,30714.0,31656.0,33486.0,33806.0
Omni Solutions 3253,2878.0,3838.0,5365.0,6898.0,7326.0,7698.0,7087.0,8210.0
Delta Labs 3254,72595.0,73241.0,73799.0,75378.0,76346.0,78234.0,79498.0,80122.0
Titan Tech 3255,134325.0,136255.0,137140.0,137029.0,136275.0,137681.0,137863.0,139456.0
Zenith Industries 3256,172321.0,174010.0,175168.0,174798.0,176749.0,178708.0,178860.0,178410.0
Fusion Enterprises 3257,162214.0,163499.0,164002.0,165760.0,165036.0,165930.0,167091.0,168807.0
Pioneer Holdings 3258,65233.0,66777.0,68697.0,70564.0,71945.0,72044.0,73640.0,72908.0
Apex Networks 3259,26735.0,26219.0,26383.0,25688.0,25578.0,25106.0,25547.0,26268.0
Vertex Dynamics 3260,154482.0,154628.0,155168.0,155668.0,157340.0,157535.0,158278.0,157941.0
Titan Industries 3261,70036.0,71705.0,72402.0,72517.0,74088.0,73974.0,73635.0,73914.0
Orbit Industries 3262,134843.0,135324.0,135237.0,135572.0,137401.0,139377.0,140771.0,142042.0
Pioneer Solutions 3263,193666.0,193146.0,193519.0,193362.0,193760.0,194729.0,195458.0,194779.0
Nova Dynamics 3264,130084.0,129605.0,129156.0,130993.0,131695.0,133649.0,133769.0,134960.0
Vertex Dynamics 3265,68027.0,67605.0,67853.0,68247.0,68946.0,68147.0,68343.0,69495.0
Epsilon Networks 3266,112704.0,113723.0,114018.0,113749.0,114130.0,115903.0,117207.0,117710.0
Gamma Labs 3267,78933.0,80053.0,81246.0,81280.0,83250.0,82501.0,82259.0,84003.0
Epsilon Networks 3268,78896.0,78577.0,80344.0,80308.0,80943.0,81109.0,81782.0,82058.0
Vertex Systems 3269,171526.0,173097.0,173288.0,174091.0,173945.0,175673.0,176852.0,177932.0
Ultra Corp 3270,56786.0,58500.0,58224.0,60030.0,60066.0,61369.0,61384.0,62976.0
Omni Industries 3271,41987.0,41975.0,43294.0,42610.0,43235.0,43159.0,43195.0,44231.0
Quantum Enterprises 3272,97693.0,99520.0,99355.0,100343.0,100584.0,101449.0,101982.0,103290.0
Nova Corp 3273,172338.0,174285.0,175681.0,176959.0,177750.0,177954.0,178092.0,179471.0
Nimbus Labs 3274,178803.0,178348.0,178981.0,179234.0,179127.0,180856.0,181574.0,181255.0
Pioneer Enterprises 3275,99416.0,100771.0,101486.0,101891.0,103077.0,102853.0,102508.0,102837.0
Alpha Networks 3276,175808.0,177401.0,178552.0,178048.0,178784.0,179981.0,180400.0,181046.0
Quantum Group 3277,139371.0,141234.0,143195.0,142523.0,142029.0,142580.0,141798.0,141270.0
Vertex Industries 3278,88009.0,88564.0,89514.0,89042.0,88281.0,88907.0,88715.0,88344.0
Neo Industries 3279,142741.0,143183.0,144529.0,146415.0,146884.0,148303.0,148792.0,148918.0
Zenith Dynamics 3280,35129.0,36991.0,38362.0,39401.0,39679.0,40229.0,40059.0,40298.0
Quantum Industries 3281,82268.0,83635.0,85491.0,86880.0,87477.0,87479.0,87257.0,88361.0
Ultra Group 3282,185679.0,185941.0,186544.0,187564.0,187123.0,188249.0,188429.0,188261.0
Omni Labs 3283,89946.0,91536.0,92893.0,94143.0,94568.0,95766.0,97204.0,98898.0
Nova Dynamics 3284,96761.0,96051.0,97064.0,98060.0,99558.0,98940.0,99993.0,99673.0
Beta Labs 3285,160206.0,162011.0,163966.0,164143.0,164036.0,165558.0,167095.0,167380.0
Neo Group 3286,127521.0,128076.0,127936.0,129088.0,130960.0,132660.0,132876.0,133955.0
Orbit Corp 3287,193766.0,194038.0,194415.0,194293.0,195926.0,197836.0,198320.0,199578.0
Zenith Dynamics 3288,109708.0,111352.0,111603.0,112677.0,114610.0,116117.0,116916.0,117394.0
Quantum Tech 3289,41150.0,42358.0,42662.0,43054.0,42972.0,44211.0,45064.0,46402.0
Fusion Enterprises 3290,128350.0,127675.0,128551.0,129650.0,129421.0,130627.0,132340.0,133804.0
Quantum Dynamics 3291,193135.0,195131.0,194797.0,194315.0,195012.0,194859.0,196231.0,196080.0
Titan Tech 3292,46409.0,45667.0,45663.0,45220.0,46168.0,46853.0,48630.0,48894.0
Gamma Systems 3293,171454.0,171238.0,171971.0,171239.0,171698.0,170905.0,170912.0,171355.0
Neo Systems 3294,84719.0,84609.0,84101.0,83968.0,85161.0,85872.0,85890.0,86970.0
Beta Labs 3295,12420.0,13785.0,15251.0,15523.0,14849.0,16059.0,17162.0,17958.0
Zenith Labs 3296,47121.0,47753.0,49259.0,50205.0,50984.0,50472.0,50170.0,50098.0
Vertex Labs 3297,195134.0,194787.0,194674.0,193916.0,193286.0,194903.0,195552.0,195261.0
Vertex Group 3298,172331.0,172568.0,172423.0,174372.0,174065.0,173421.0,174112.0,175913.0
Beta Tech 3299,121479.0,121680.0,122896.0,123596.0,123909.0,124012.0,124961.0,126622.0
Delta Labs 3300,162733.0,163410.0,163584.0,165450.0,167174.0,167932.0,168855.0,168434.0
Pioneer Dynamics 3301,31745.0,33311.0,35141.0,35437.0,36317.0,38095.0,38625.0,39807.0
Gamma Industries 3302,37177.0,37243.0,38488.0,40426.0,39669.0,40676.0,41455.0,43279.0
Pioneer Holdings 3303,62521.0,62481.0,62740.0,62956.0,64129.0,65162.0,66485.0,67862.0
Nimbus Enterprises 3304,141330.0,142812.0,142615.0,142335.0,142629.0,143788.0,144946.0,144223.0
Delta Solutions 3305,108657.0,109694.0,110290.0,109959.0,111865.0,113024.0,114331.0,115453.0
Gamma Industries 3306,13789.0,15477.0,16700.0,16824.0,18655.0,18931.0,20088.0,21887.0
Vertex Dynamics 3307,121628.0,121311.0,121799.0,121502.0,122073.0,122305.0,121891.0,121191.0
Delta Holdings 3308,196123.0,197923.0,199492.0,200888.0,202241.0,202498.0,203014.0,203318.0
Stratus Industries 3309,87894.0,87240.0,86913.0,86852.0,87083.0,86286.0,88232.0,89160.0
Omni Group 3310,12418.0,13480.0,13761.0,14867.0,16552.0,17341.0,18274.0,19215.0
Delta Industries 3311,38392.0,39021.0,40272.0,40825.0,41209.0,40671.0,40141.0,41887.0
Apex Solutions 3312,46069.0,45875.0,45433.0,46755.0,47472.0,48516.0,47787.0,47786.0
Epsilon Labs 3313,36906.0,36157.0,37038.0,38109.0,38693.0,40098.0,40057.0,39581.0
Ultra Tech 3314,137518.0,138873.0,139347.0,141233.0,141746.0,143159.0,144814.0,145772.0
Alpha Systems 3315,170755.0,172589.0,174460.0,175862.0,176545.0,176836.0,176149.0,177891.0
Vertex Corp 3316,72036.0,72754.0,73190.0,73496.0,74402.0,75172.0,75866.0,77625.0
Fusion Enterprises 3317,17470.0,16761.0,17140.0,18049.0,17920.0,17944.0,19532.0,19678.0
Stratus Networks 3318,179924.0,179542.0,180929.0,181981.0,181802.0,181999.0,181502.0,180912.0
Nimbus Dynamics 3319,121084.0,121580.0,122868.0,122598.0,122782.0,123842.0,125339.0,125244.0
Alpha Dynamics 3320,35567.0,37080.0,37478.0,37039.0,36659.0,37532.0,37265.0,39240.0
Ultra Systems 3321,6613.0,7386.0,7840.0,8487.0,7977.0,7554.0,8127.0,8362.0
Pioneer Labs 3322,157924.0,158020.0,159043.0,160051.0,159283.0,160126.0,162020.0,161247.0
Stratus Tech 3323,163518.0,164456.0,163675.0,163575.0,164064.0,163855.0,163595.0,162927.0
Apex Systems 3324,109230.0,111062.0,110707.0,112484.0,113172.0,112862.0,113780.0,114314.0
Neo Dynamics 3325,61491.0,61845.0,61745.0,62374.0,62711.0,63098.0,64656.0,64270.0
Vertex Industries 3326,35636.0,35933.0,36052.0,36173.0,35661.0,37569.0,38620.0,40091.0
Stratus Dynamics 3327,3170.0,5068.0,6308.0,6528.0,8117.0,7806.0,8769.0,9561.0
Nova Industries 3328,41396.0,42021.0,42535.0,43861.0,45350.0,45607.0,45758.0,45038.0
Alpha Networks 3329,116564.0,116911.0,118782.0,120482.0,121764.0,122389.0,123964.0,124380.0
Apex Holdings 3330,186460.0,186355.0,187112.0,188533.0,188923.0,188952.0,189545.0,189257.0
Omni Systems 3331,43422.0,43227.0,43413.0,43271.0,45146.0,44642.0,45378.0,45220.0
Apex Holdings 3332,141017.0,140585.0,140007.0,140519.0,142437.0,142732.0,143278.0,142955.0
Orbit Networks 3333,29571.0,29951.0,29224.0,29039.0,29327.0,31320.0,31309.0,30735.0
Epsilon Tech 3334,90873.0,92804.0,93283.0,92885.0,92332.0,93322.0,93289.0,94391.0
Stratus Dynamics 3335,182021.0,183853.0,185115.0,186838.0,187841.0,187775.0,189251.0,189999.0
Delta Networks 3336,55247.0,55300.0,54993.0,54248.0,53773.0,54972.0,56877.0,56790.0
Omni Tech 3337,25860.0,26084.0,27966.0,27802.0,28076.0,27743.0,28052.0,30046.0
Alpha Systems 3338,151106.0,150790.0,151336.0,151426.0,153269.0,153270.0,154352.0,156045.0
Stratus Industries 3339,71731.0,73118.0,74591.0,75232.0,74980.0,74511.0,74574.0,75104.0
Fusion Systems 3340,137878.0,138570.0,139595.0,140016.0,139369.0,139674.0,139745.0,141145.0
Stratus Dynamics 3341,140356.0,140081.0,139740.0,141653.0,143367.0,143223.0,143171.0,144628.0
Nova Solutions 3342,44250.0,45745.0,46360.0,46734.0,46788.0,48219.0,49663.0,50673.0
Epsilon Tech 3343,103525.0,104750.0,105571.0,104830.0,104714.0,105597.0,104950.0,104708.0
Titan Tech 3344,126739.0,126818.0,127138.0,128196.0,128414.0,128872.0,129523.0,130417.0
Gamma Systems 3345,11488.0,12676.0,12677.0,13594.0,15183.0,16760.0,18134.0,18630.0
Epsilon Corp 3346,169021.0,168428.0,169884.0,171461.0,172860.0,173847.0,174132.0,174188.0
Nimbus Enterprises 3347,189329.0,190658.0,192614.0,192677.0,193771.0,193681.0,195078.0,194607.0
Quantum Networks 3348,64107.0,65284.0,64536.0,63918.0,65398.0,66577.0,66784.0,66385.0
Alpha Corp 3349,195196.0,196337.0,197028.0,198268.0,198687.0,197986.0,199946.0,201294.0
Alpha Tech 3350,64196.0,63593.0,64885.0,65575.0,66497.0,67703.0,69267.0,70525.0
Delta Networks 3351,156004.0,155615.0,154954.0,156457.0,158430.0,158752.0,158237.0,158348.0
Nimbus Solutions 3352,46845.0,47302.0,47444.0,46820.0,47082.0,47829.0,48867.0,49683.0
Fusion Industries 3353,64483.0,65791.0,67514.0,69304.0,68655.0,68215.0,69255.0,70348.0
Neo Networks 3354,40737.0,42253.0,43902.0,45648.0,47145.0,46718.0,46229.0,46540.0
Nimbus Tech 3355,104440.0,105057.0,106333.0,107879.0,108772.0,109324.0,109422.0,111111.0
Orbit Group 3356,127251.0,126866.0,128799.0,130669.0,131670.0,132086.0,132451.0,132242.0
Epsilon Tech 3357,41651.0,41087.0,41944.0,42215.0,43145.0,42518.0,43114.0,44562.0
Omni Solutions 3358,52994.0,54740.0,56352.0,57205.0,56422.0,57493.0,56750.0,58480.0
Gamma Labs 3359,17345.0,17704.0,17430.0,17877.0,19383.0,21127.0,21496.0,22266.0
Titan Enterprises 3360,100384.0,100546.0,102063.0,102196.0,102335.0,103635.0,103031.0,102442.0
Neo Industries 3361,158597.0,158411.0,158189.0,157659.0,158007.0,158364.0,158438.0,159275.0
Gamma Tech 3362,85953.0,87538.0,87298.0,87475.0,88590.0,89666.0,89105.0,89696.0
Fusion Networks 3363,110548.0,110957.0,112567.0,114143.0,115930.0,117453.0,117387.0,118085.0
Orbit Industries 3364,61513.0,61258.0,60494.0,60362.0,61784.0,63404.0,65257.0,65253.0
Beta Solutions 3365,178658.0,177940.0,178937.0,178837.0,178124.0,178108.0,179000.0,180512.0
Epsilon Systems 3366,133060.0,134873.0,136808.0,136691.0,138523.0,138588.0,139619.0,139515.0
Gamma Dynamics 3367,169515.0,169619.0,170292.0,171987.0,173738.0,173870.0,173310.0,173570.0
Nova Solutions 3368,175307.0,176204.0,176745.0,178629.0,180339.0,181852.0,183026.0,182992.0
Beta Systems 3369,136816.0,137671.0,138349.0,139751.0,140637.0,141008.0,141337.0,141326.0
Ultra Systems 3370,9585.0,10975.0,10272.0,12012.0,11346.0,11213.0,12507.0,13016.0
Fusion Group 3371,80636.0,79868.0,81311.0,83199.0,82582.0,83474.0,83193.0,82780.0
Neo Networks 3372,142893.0,143073.0,145073.0,145995.0,147591.0,148244.0,150212.0,151865.0
Nova Tech 3373,161293.0,162494.0,163208.0,165086.0,165910.0,166778.0,166846.0,168622.0
Fusion Enterprises 3374,199744.0,199142.0,199616.0,201267.0,202771.0,202255.0,201948.0,203879.0
Orbit Group 3375,100440.0,101024.0,101127.0,102048.0,103406.0,104631.0,104251.0,106205.0
Delta Dynamics 3376,22381.0,24130.0,25396.0,26756.0,27510.0,26870.0,28208.0,27694.0
Delta Networks 3377,41033.0,41923.0,42185.0,42922.0,43261.0,45027.0,45005.0,46698.0
Titan Labs 3378,9437.0,10259.0,10684.0,11624.0,12625.0,13024.0,13163.0,15162.0
Neo Solutions 3379,132218.0,133554.0,134851.0,135118.0,136982.0,136232.0,136537.0,136252.0
Gamma Labs 3380,132629.0,134267.0,135071.0,136546.0,137914.0,138671.0,139187.0,138521.0
Stratus Dynamics 3381,12234.0,12027.0,12416.0,13355.0,14740.0,15219.0,16267.0,16332.0
Beta Corp 3382,104320.0,105439.0,105287.0,105648.0,105572.0,105005.0,106858.0,107441.0
Apex Dynamics 3383,168555.0,170061.0,170239.0,169450.0,168753.0,169059.0,168943.0,170375.0
Zenith Labs 3384,86804.0,88772.0,89601.0,90420.0,91435.0,92468.0,92934.0,93117.0
Omni Dynamics 3385,124293.0,125733.0,126223.0,128149.0,128762.0,129406.0,130968.0,132417.0
Hyper Enterprises 3386,113439.0,115419.0,115083.0,116485.0,118334.0,117871.0,118697.0,120647.0
Epsilon Networks 3387,16986.0,17001.0,17239.0,16687.0,17671.0,18590.0,20456.0,20987.0
Fusion Enterprises 3388,122274.0,123711.0,124245.0,126059.0,126113.0,126145.0,126115.0,127081.0
Delta Holdings 3389,19425.0,18872.0,19094.0,19903.0,20645.0,21349.0,21908.0,22091.0
Neo Dynamics 3390,87408.0,88827.0,88829.0,89681.0,90773.0,90888.0,90308.0,92111.0
Fusion Group 3391,96172.0,95453.0,96298.0,95679.0,95553.0,95318.0,95951.0,97921.0
Pioneer Networks 3392,107608.0,107400.0,109137.0,108374.0,109834.0,110702.0,110666.0,111344.0
Stratus Holdings 3393,85023.0,84808.0,85224.0,86341.0,88222.0,89181.0,88997.0,90704.0
Alpha Labs 3394,15474.0,17225.0,19200.0,18881.0,18771.0,20071.0,20040.0,20400.0
Omni Networks 3395,54259.0,55916.0,55328.0,55241.0,56424.0,55807.0,57086.0,57673.0
Nimbus Enterprises 3396,26436.0,26411.0,26312.0,26879.0,28470.0,28345.0,28263.0,29073.0
Beta Group 3397,77175.0,77519.0,78711.0,79377.0,81168.0,82542.0,83240.0,84378.0
Nimbus Solutions 3398,32348.0,32908.0,34462.0,34258.0,34191.0,33477.0,34906.0,36179.0
Zenith Holdings 3399,36745.0,37446.0,37405.0,37428.0,37143.0,38124.0,37794.0,39581.0
Vertex Enterprises 3400,21844.0,22224.0,23104.0,23974.0,23792.0,23929.0,23354.0,23819.0
Titan Labs 3401,154692.0,156214.0,157199.0,158962.0,160499.0,161368.0,162277.0,163726.0
Beta Group 3402,174296.0,173927.0,175100.0,174935.0,175460.0,176386.0,175619.0,176930.0
Alpha Systems 3403,136893.0,137872.0,139384.0,139997.0,141976.0,142780.0,144242.0,144628.0
Omni Solutions 3404,45830.0,46569.0,48054.0,48441.0,50308.0,50274.0,51687.0,51240.0
Zenith Networks 3405,190047.0,190856.0,190629.0,191601.0,191718.0,191771.0,193597.0,194734.0
Apex Labs 3406,154381.0,155770.0,157026.0,157560.0,158102.0,157850.0,159085.0,159141.0
Omni Corp 3407,21985.0,23230.0,24100.0,23869.0,25164.0,25256.0,27007.0,27678.0
Hyper Corp 3408,153831.0,154905.0,156162.0,157560.0,157353.0,157927.0,158279.0,158912.0
Gamma Labs 3409,1246.0,2664.0,4515.0,5312.0,4756.0,6599.0,8265.0,9148.0
Ultra Holdings 3410,78927.0,79968.0,79250.0,79763.0,80639.0,81269.0,82151.0,81481.0
Quantum Systems 3411,171220.0,173052.0,174863.0,176190.0,177381.0,177954.0,177266.0,176898.0
Orbit Networks 3412,162358.0,162084.0,162068.0,162000.0,163694.0,163972.0,165647.0,165803.0
Fusion Dynamics 3413,32557.0,33372.0,32890.0,32127.0,31405.0,32139.0,32723.0,32313.0
Orbit Solutions 3414,192045.0,192655.0,192217.0,193271.0,192538.0,194385.0,195295.0,196753.0
Orbit Enterprises 3415,68837.0,68980.0,70622.0,70671.0,70363.0,72147.0,72067.0,72754.0
Nimbus Systems 3416,156081.0,155906.0,156112.0,156784.0,157984.0,159537.0,159862.0,161619.0
Orbit Group 3417,79770.0,80160.0,82145.0,83915.0,85047.0,85501.0,86811.0,86122.0
Titan Dynamics 3418,145748.0,147291.0,148688.0,148549.0,149879.0,151202.0,152010.0,152114.0
Hyper Tech 3419,75506.0,76289.0,75983.0,77687.0,78906.0,80737.0,80262.0,81706.0
Orbit Industries 3420,168851.0,169039.0,169720.0,169630.0,168975.0,170270.0,172080.0,171915.0
Ultra Enterprises 3421,56429.0,56483.0,57625.0,59199.0,61084.0,61825.0,62929.0,64057.0
Omni Enterprises 3422,5668.0,5705.0,6803.0,7538.0,9034.0,9769.0,10838.0,11457.0
Omni Industries 3423,152222.0,151512.0,152226.0,152928.0,152695.0,153832.0,153631.0,154576.0
Hyper Corp 3424,109995.0,109748.0,111743.0,112443.0,112039.0,113737.0,113228.0,112502.0
